ttwacode,ttwaname,All persons,Aged under 15 years,Aged 15 to 64 years,Aged 65 years and over,Asian: Bangladeshi,Asian: Chinese,Asian: Indian,Asian: Pakistani,Asian: Other Asian,Black: African,Black: Caribbean,Black: Other Black,Mixed: White and Asian,Mixed: White and Black African ,Mixed: White and Black Caribbean,Mixed: Other Mixed,White: British,White: Irish,White: Gypsy,White: Roma,White: Other White,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,-8,0,1,2,3,4,5,6,"Job number, thousands, ASHE 8","Median, ASHE 8","Mean, ASHE 8","Job number, ASHE 7","Median, ASHE 7","Mean, ASHE 7",Rent count,Rent mean,Rent median,"Maximum rent, conservative","Maximum rent, central","Maximum rent, stretch"
213,Swindon,445300,17.2656636,62.83523467,19.99229733,0.362070514,0.377633056,4.173815405,0.519312823,1.284235347,1.059016393,0.284437458,0.257242309,0.632023355,0.357242309,0.616460813,0.657242309,82.77907029,0.672804851,0.1,0.125218954,4.886009432,0.079609252,0.824141029,0.183420645,0.126612366,0.090112901,0.12302155,0.045481814,0.135364235,0.272449548,0.02353694,188,533.4489362,636.143617,181,524.3618785,610.2679558,3340,862.5149701,801.257485,833.5269767,706.8375511,556.1720879
128,Lincoln,440000,15.71418182,62.8485,21.39120455,0.125590909,0.341681818,0.510909091,0.147227273,0.488909091,0.468386364,0.151545455,0.078363636,0.447227273,0.247227273,0.431022727,0.325590909,90.68234091,0.475159091,0.150681818,0.075159091,4.26925,0.147227273,0.441681818,0.16779317,0.147266145,0.084030232,0.118743816,0.052065652,0.169650384,0.238613868,0.021836734,192,504.8760417,576.5276042,174,480.3942529,524.0793103,4220,687.5402844,651.3625592,841.779719,713.8359427,556.1720879
164,Norwich,417600,15.50775862,62.8920977,21.56321839,0.272413793,0.609841954,0.984698276,0.203448276,0.879310345,1.019683908,0.168965517,0.168965517,0.637931034,0.437931034,0.406393678,0.572413793,87.47112069,0.468965517,0.068462644,0.068462644,4.778735632,0.272413793,0.609841954,0.16547885,0.143748707,0.084329908,0.118240486,0.048704904,0.156848084,0.261214279,0.021434782,155,503.3993548,576.8354839,164,481.6280488,542.5042683,4020,876.4427861,800.2935323,858.2852037,727.8327259,556.1720879
82,Exeter & Newton Abbot,416400,14.40864553,60.80317003,24.88338136,0.194236311,0.608357349,0.481748319,0.062824207,0.713160423,0.288472622,0.067627281,0.031412104,0.588472622,0.194236311,0.299039385,0.489433237,90.8142171,0.530451489,0.1,0.031412104,3.758405379,0.257060519,0.388472622,0.15410102,0.124998887,0.079812031,0.11662094,0.050283414,0.166625751,0.285581294,0.021976662,169,477.2195266,549.3053254,187,482.657754,535.7112299,4250,906.4776471,813.4023529,833.5269767,706.8375511,556.1720879
48,Chelmsford & Braintree,402900,17.06147928,62.33318441,20.68890544,0.296624473,0.380193596,1.413154629,0.325241996,0.730900968,1.196947133,0.312186647,0.228617523,0.673665922,0.328617523,0.557235046,0.573665922,87.70297841,0.745048399,0.132861752,0.061479275,3.626110697,0.128617523,0.557235046,0.18179797,0.139734782,0.093377331,0.13037288,0.046370002,0.145896922,0.240303485,0.02214663,151,558.2311258,661.9258278,133,500.1150376,555.1706767,3640,1030.695055,975.7197802,858.2852037,727.8327259,556.1720879
41,Cambridge,395400,16.37261002,66.72379868,16.84456247,0.882068791,2.201719777,2.709129995,0.617703591,1.877592312,1.106069803,0.251517451,0.21466869,1.379767324,0.510546282,0.588366211,1.072610015,71.32865453,1.025214972,0.226302479,0.284243804,12.04926657,0.439883662,1.349342438,0.174427634,0.099070246,0.058334994,0.084535824,0.034554887,0.133675014,0.397057658,0.018343743,190,628.3589474,720.1136842,217,613.3119816,707.1294931,4540,1222.215859,1156.277533,858.2852037,727.8327259,556.1720879
63,Derby,387600,17.82321981,63.7255418,18.45123839,0.202321981,0.402321981,3.367389061,5.427812178,1.346491228,1.58369453,0.841847265,0.337203302,0.737203302,0.302321981,1.241847265,0.604643963,75.57708978,0.669762642,0.16744066,0.269762642,4.767389061,0.269762642,1.751135191,0.189174106,0.162060048,0.084013919,0.110213017,0.051851606,0.14178969,0.238312878,0.022584738,151,500.9642384,562.9609272,163,556.2699387,620.8288344,4650,662.2451613,629.6774194,841.779719,713.8359427,556.1720879
33,Brighton,377100,14.42386635,68.19116945,17.3849642,0.494033413,0.914558473,1.088066826,0.247016706,1.214558473,1.135083532,0.347016706,0.173508353,1.314558473,0.694033413,0.794033413,1.288066826,77.87374702,1.241050119,0.1,0.247016706,8.269451074,0.861575179,1.602625298,0.154952996,0.112958254,0.066423671,0.097892289,0.033284523,0.15955592,0.354821617,0.020110731,159,524.3,600.6188679,168,501.5833333,543.5,3790,1339.638522,1217.150396,916.0544001,776.8214671,556.1720879
184,Preston,376700,17.47286966,64.03294399,18.5469339,0.257048049,0.378524024,5.547093178,2.339129281,0.622086541,0.78093974,0.357048049,0.139262012,0.655242899,0.239262012,0.865038492,0.378524024,82.37958588,0.568728431,0.039262012,0.107990443,3.383966021,0.406105654,0.55335811,0.186047264,0.140354472,0.07682329,0.1104524,0.051920488,0.149628366,0.264178847,0.020594872,164,488.8878049,562.6902439,176,488.1880682,543.0590909,3050,644.2131148,616.8032787,817.021492,692.8407679,556.1720879
235,Wolverhampton,374200,18.16445751,62.86646179,18.99861037,0.170470337,0.270470337,11.76584714,1.879877071,1.638936398,3.048343132,2.825521112,1.045644041,0.881881347,0.31141101,2.579877071,0.652351684,65.77362373,0.4,0.129529663,0.140940673,3.859754142,0.31141101,2.373169428,0.193436354,0.189239336,0.0867508,0.112911787,0.043200139,0.127782117,0.219565909,0.027113559,136,512.8676471,574.9411765,115,496.9165217,529.8121739,1160,704.5862069,672.4137931,800.5160073,678.8439848,556.1720879
22,Blackburn,369300,19.15312754,63.14272949,17.80105605,0.974492283,0.261088546,6.869374492,10.99017059,0.646141348,0.37376117,0.077741673,0.041917141,0.731356621,0.135824533,0.238342811,0.341917141,74.57002437,0.490820471,0.064175467,0.064175467,2.28773355,0.289926889,0.557108042,0.204405197,0.166087534,0.079333814,0.110409037,0.049944767,0.134734802,0.234382336,0.020702513,142,486.7464789,559.6232394,124,492.516129,580.7693548,3480,589.2270115,556.3505747,817.021492,692.8407679,556.1720879
206,Stevenage,342600,18.13849971,64.89246935,17.06903094,0.565615879,0.736106246,3.363835377,0.792848803,1.602335085,2.899620549,0.938879159,0.483362522,1.047752481,0.557238762,1.268884997,0.904991243,74.79798599,1.247752481,0.096117922,0.134997081,6.919468768,0.296117922,1.24109749,0.192905511,0.118935377,0.082319675,0.11034863,0.038012984,0.138457686,0.298400233,0.020619905,146,581.0123288,659.7767123,163,586.991411,683.2226994,2740,1098.375912,1029.507299,858.2852037,727.8327259,556.1720879
96,Harlow & Bishop's Stortford,334700,18.77932477,63.50591575,17.7414401,0.367254258,0.556946519,1.086017329,0.524200777,0.839976098,1.722288617,0.467851808,0.339976098,0.861816552,0.383627129,0.756946519,0.745443681,82.55634897,1.006662683,0.12787571,0.17272184,6.316193606,0.20059755,0.895727517,0.200259125,0.126146929,0.084190379,0.120787766,0.040468741,0.135030739,0.273314929,0.019801392,125,599.628,749.9616,99,504.4131313,586.9515152,3560,1131.005618,1057.668539,858.2852037,727.8327259,556.1720879
23,Blackpool,334400,15.22257775,60.05580144,24.87069378,0.150927033,0.342194976,0.44180622,0.250927033,0.61097488,0.208732057,0.1,0.066537081,0.433074163,0.242194976,0.408732057,0.333074163,92.83077153,0.557416268,0.142194976,0.066537081,2.396052632,0.142194976,0.350927033,0.1627592,0.174622114,0.088469659,0.122425771,0.056830627,0.143426201,0.229471756,0.021994671,132,460.8166667,521.5083333,131,461.4549618,524.9618321,3410,614.6158358,593.1818182,817.021492,692.8407679,556.1720879
